,winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential,winner
36977,0.744150384,0.701456255,0,58.42698121,1,1,1,4,4,2,1,64,57,1
36978,0.508599683,0.696025522,1,57.57695716,2,1,1,5,0,2,0,73,69,1
36980,0.557343656,0.6565141,-1,63.34997186,1,0,?,2,2,2,?,48,76,1
36981,0.467183386,0.847055308,1,65.00990062,1,0,5,4,2,3,0,68,72,1
36982,0.51480572,0.689864759,1,?,2,0,2,4,4,2,1,60,60,1
36983,0.757911542,0.615439168,0,59.64840475,2,?,1,5,4,3,?,61,18,1
36984,0.556612798,0.223567911,0,68.88308723,2,2,1,1,1,3,1,84,19,1
36985,0.462968653,0.619207672,0,67.74855991,2,1,4,5,3,3,0,41,58,1
36986,0.388255089,0.332726006,0,61.6562433,2,1,5,3,1,0,1,68,54,1
36987,0.497766172,0.418017509,0,57.61148772,2,1,3,3,2,?,0,24,55,1
36988,0.324150113,1.017781741,1,74.2335274,2,1,4,3,4,2,0,68,6,1
36989,0.687073911,?,1,54.71694736,1,1,3,2,2,2,0,28,65,1
36990,0.673183254,0.621611777,-1,51.62450219,3,3,2,5,0,2,1,?,34,1
36991,0.348533712,0.399616462,0,64.32650403,2,?,1,4,3,?,1,56,29,1
36992,0.391361647,0.816835636,0,63.9982526,1,1,2,4,3,1,0,69,35,1
36995,0.926427171,0.639008538,1,68.33464413,2,1,4,3,3,1,0,38,80,1
36996,0.516580768,0.881032248,1,62.30428118,2,2,1,5,2,1,0,49,26,1
36997,0.781734146,0.411845028,0,61.11429383,2,2,4,5,2,1,1,74,62,1
36999,0.605908649,0.54958105,0,69.37555121,2,1,4,5,1,2,0,51,66,1
37000,0.555423597,0.3659928,-1,73.70990444,1,1,1,4,3,3,0,63,?,1
37001,0.22488192,0.733673173,-1,62.4144783,1,1,5,2,3,4,1,10,65,1
37003,0.834982886,0.332728738,1,?,2,1,?,1,2,1,0,49,-18,1
37004,1.103832931,0.62033814,0,58.41926937,2,1,1,3,3,2,1,36,50,1
37005,0.316730764,0.348470562,1,56.63983479,1,?,2,2,3,3,0,65,52,1
37006,0.354455829,0.701101472,-1,55.99900802,-1,1,5,5,2,1,1,62,36,1
37007,0.611248151,0.423898952,0,52.15847113,2,2,2,3,4,?,0,60,65,1
37010,0.52134913,?,1,59.44999427,2,1,?,5,1,2,1,47,62,1
37011,0.759342437,0.428767102,0,62.23884504,3,2,4,3,3,3,1,62,53,1
37013,0.657736394,0.56261313,1,55.45866962,2,1,4,4,4,2,1,40,45,1
37014,0.363687111,0.693927279,1,53.95832875,1,?,2,4,3,1,0,59,24,1
37018,0.424488396,0.361698193,1,69.60760798,0,0,2,4,1,2,0,65,21,1
37021,0.634169411,0.423292641,0,69.88712739,?,1,1,3,2,3,1,59,42,1
37022,0.677411425,0.736113135,0,68.30586664,0,3,4,3,3,3,0,104,12,1
37023,0.381014299,0.391700693,0,67.64873604,2,1,2,4,3,3,0,52,72,1
37025,0.376049474,0.329302547,1,62.2470442,3,3,3,5,3,0,0,9,42,1
37029,?,0.510627193,0,68.01658391,2,1,1,3,2,2,1,27,74,1
37030,0.460326685,0.692119155,-1,65.1737664,2,1,5,5,1,4,1,40,45,1
37032,0.474380415,0.332521285,-1,58.61425894,1,1,5,5,2,4,0,62,34,1
37033,0.446199677,?,1,?,2,4,4,?,3,?,1,74,?,1
37038,0.387206435,0.703144025,1,74.04338955,3,3,3,3,1,2,1,66,43,1
37040,?,0.570093066,-1,58.72651939,2,1,3,4,2,3,0,27,64,1
37041,0.16884573,0.567521136,1,67.9353464,3,1,5,4,3,2,1,33,39,1
37042,0.693686732,0.38939449,-1,68.5071586,0,0,3,5,5,5,0,47,78,1
37044,0.369328024,0.535170776,-1,68.6163393,2,2,3,3,2,4,1,25,68,1
37045,0.295868389,0.695166771,0,58.89972431,0,0,4,3,2,1,1,53,77,1
37046,0.525495001,0.488168335,1,?,3,0,1,4,3,2,0,69,60,1
37049,0.614127053,0.666113602,-1,72.61585998,1,1,2,1,3,1,0,39,?,1
37053,?,0.685016548,-1,67.71924544,2,1,4,5,1,3,0,58,54,1
37054,0.785235826,0.374159578,0,71.58206204,?,0,2,5,4,1,1,71,48,1
37055,0.570978766,?,1,69.67524846,4,2,2,2,2,3,0,32,48,1
37056,0.093806195,0.366087374,?,66.03099688,1,1,3,4,3,2,1,31,56,1
37057,0.489421934,1.037813845,0,69.64568706,2,2,3,1,3,4,1,63,48,1
37060,0.342244194,0.686328939,-1,68.93639126,2,0,3,1,2,5,1,40,42,1
37061,0.421938995,0.717939673,-1,74.62969128,2,1,3,2,3,?,1,50,20,1
37062,0.493219039,0.651905779,-1,62.33764942,2,0,?,5,4,1,?,65,35,1
37063,0.862960423,0.941984844,1,90.53409502,1,1,3,3,2,2,0,76,53,1
37065,0.355836543,0.371956783,1,70.62480179,0,0,1,4,2,2,1,55,?,1
37068,0.788280227,0.696709625,?,63.12432277,0,-1,5,1,1,1,1,65,65,1
37069,0.465069029,0.443457898,?,69.43006023,2,0,4,1,1,3,1,72,37,1
37070,0.629407936,0.474727808,1,60.00566131,1,1,3,5,3,2,0,76,47,1
37071,0.384100075,0.593103666,0,68.19672346,3,1,2,4,2,4,0,37,60,1
37073,0.266644065,0.34772306,-1,72.90821596,3,2,3,4,4,3,0,24,68,1
37074,0.403213183,0.661472158,1,?,2,1,5,5,0,1,0,81,49,1
37075,0.493074803,0.367409478,0,64.89012132,2,?,5,2,4,3,1,48,52,1
37077,0.341430023,0.732344948,1,72.03490065,4,2,2,5,4,?,1,?,59,1
37079,0.449353984,0.420841506,?,76.83633139,2,2,1,1,2,3,0,42,41,1
37082,0.350973499,0.567318965,0,72.69889401,?,1,3,5,1,2,0,59,54,1
37084,0.57659904,0.414440956,0,63.66233852,3,1,4,2,4,1,0,52,41,1
37085,0.542749147,0.732690821,1,59.92343266,0,2,5,1,1,2,0,54,17,1
37086,0.204160648,0.860484071,0,57.7188233,3,1,5,2,3,2,1,37,73,1
37087,0.268373545,0.419189017,1,61.94377678,1,1,1,1,3,3,0,70,38,1
37088,0.336536017,0.768274967,0,57.9238318,2,0,3,4,3,3,1,38,46,1
37090,0.601475923,0.702178215,1,70.88829795,3,0,1,4,?,3,0,29,44,1
37091,0.545429439,0.57956874,-1,57.3550024,2,2,4,5,4,2,0,27,42,1
37093,0.641281701,0.400009802,0,68.29330683,2,?,1,4,3,2,0,41,59,1
37096,?,0.473529638,1,?,2,2,?,5,2,2,?,33,83,1
37099,0.668958805,0.763442539,-1,60.1467932,1,2,1,3,3,3,1,59,30,1
37101,0.228519413,0.639853961,-1,69.57482364,2,2,2,4,2,3,0,19,8,1
37103,0.331777082,0.31882934,1,58.61764385,2,1,4,4,3,3,1,27,36,1
37105,?,0.295629314,-1,78.42905238,3,0,2,5,3,3,1,62,33,1
37107,0.378859817,0.517403222,0,60.50750243,4,2,3,5,2,3,1,55,57,1
37109,0.480548238,0.530598595,-1,71.67461528,3,1,2,3,5,2,1,17,68,1
37110,0.415015055,?,?,63.15056531,1,0,5,?,2,3,0,59,46,1
37113,0.640300356,0.746030796,-1,65.06612715,1,1,1,4,2,3,1,31,47,1
37115,0.620281338,0.48212346,-1,72.20694876,2,1,3,4,3,2,0,37,72,1
37117,0.665445801,0.58579418,1,72.87779857,?,1,4,4,2,3,1,79,36,1
37118,0.654747892,0.654268014,0,60.16657466,3,0,3,5,3,2,0,31,63,1
37120,0.843197545,0.537709319,1,78.03609145,1,1,4,4,3,3,0,33,91,1
37121,0.683332588,0.476059924,1,67.77379372,2,1,4,1,2,1,0,36,64,1
37123,0.702842838,0.239931029,-1,66.2750993,1,?,1,5,2,0,0,76,42,1
37124,0.583290338,0.558943852,0,60.57038251,?,2,3,2,3,2,0,45,41,1
37125,0.074981912,0.83444113,-1,72.9321268,2,2,2,5,2,3,0,52,37,1
37129,0.570808487,0.590113178,0,53.1968651,2,2,5,5,2,3,0,?,90,1
37131,0.350366217,0.557277048,?,68.53198462,2,2,?,2,2,4,0,90,77,1
37141,0.177898295,0.285251877,0,53.58591439,1,0,3,4,3,2,0,59,79,1
37142,0.155941574,?,0,63.18255835,1,-1,2,3,4,2,0,64,30,1
37143,0.886846444,0.655220826,0,63.4005107,2,1,3,3,3,2,0,22,61,1
37144,0.23699307,0.728699993,-1,60.28429601,0,0,4,4,1,1,1,63,20,1
37145,0.104392351,0.335612709,0,63.70643647,2,1,?,3,3,2,0,68,64,1
37146,0.040320579,0.340338185,1,58.79281839,1,0,4,5,2,3,1,40,57,1
37149,0.191605976,0.49624357,1,67.68667192,1,1,4,2,2,4,1,80,46,1
37150,0.331145933,0.248410278,1,58.01011956,1,0,5,5,3,3,1,34,44,1
37152,0.554237768,0.419542412,0,69.30297498,1,1,3,?,2,2,1,50,24,1
37153,?,0.542001609,?,61.85070438,2,3,5,2,2,3,1,43,24,1
37154,0.233252035,0.393625081,-1,69.42480897,1,1,4,5,3,2,0,28,41,1
37155,0.638388795,0.35638894,1,67.43867634,3,1,5,4,1,2,1,31,48,1
37159,0.425205123,0.960365043,1,64.13025099,4,1,5,1,1,2,0,31,68,1
37160,0.375904884,?,1,59.96432879,2,2,4,1,0,2,1,35,37,1
37161,0.404072418,0.748633904,-1,72.03237924,3,2,5,2,?,3,0,65,34,1
37162,0.385042075,0.172842488,1,61.31665437,2,?,2,3,3,0,0,65,50,1
37163,0.165296382,0.63018406,?,64.45084592,?,2,3,2,2,1,0,81,55,1
37164,0.460416338,0.453622988,?,67.45867419,?,1,2,2,2,3,1,?,38,1
37167,0.609383336,0.448933185,0,60.79733159,1,0,4,3,?,2,?,-6,35,1
37169,0.443744507,0.320160249,1,55.49097896,3,1,5,5,4,2,1,60,20,1
37171,0.36248286,?,0,71.22342869,3,2,2,1,3,3,1,38,-2,1
37173,0.688498126,0.320364752,1,75.21963988,4,1,1,3,2,4,1,43,60,1
37174,0.401616888,0.463895931,-1,67.10528905,2,2,3,4,5,3,1,52,43,1
37176,0.404220122,0.737615553,-1,57.97874753,3,2,1,2,3,4,0,53,39,1
37178,0.133510581,0.342048093,1,66.77720931,2,2,2,3,3,3,1,51,31,1
37179,0.370917114,0.72476286,-1,51.81256468,1,3,2,2,3,2,0,48,24,1
37181,0.370861247,0.632728113,0,65.75030892,?,1,1,1,4,3,1,13,50,1
37185,0.721603819,0.463900086,1,61.41697631,1,1,1,4,0,3,0,26,60,1
37187,0.263834028,0.551643865,1,70.58693705,?,0,1,2,1,2,0,49,31,1
37188,0.74766785,0.506572969,0,68.32317507,1,1,4,4,0,2,0,55,22,1
37189,0.42541354,0.893377912,-1,68.81672999,2,2,2,4,2,3,0,40,55,1
37190,0.735711097,0.622567169,1,74.29248887,3,0,3,1,2,1,0,91,88,1
37192,0.316377335,0.567752876,1,72.63209206,2,1,4,1,4,3,1,20,102,1
37194,0.88863597,0.454598645,-1,66.31989846,1,1,3,1,0,?,0,37,6,1
37197,0.646444172,?,-1,67.00366528,2,3,?,1,3,5,0,24,3,1
37199,0.358353978,0.480463629,1,63.74772147,1,1,4,?,2,3,1,60,43,1
37200,0.169384662,0.279841785,1,62.02106598,1,0,2,5,4,2,0,69,46,1
37201,0.080498431,?,-1,70.48410199,2,2,4,5,4,3,1,69,73,1
37204,0.485028683,0.586155814,0,64.52663666,2,2,3,2,2,?,0,29,52,1
37205,?,0.692397755,-1,56.99327684,3,0,?,4,3,1,0,49,23,1
37206,0.350883443,0.733933296,1,65.15790441,2,1,4,1,3,1,0,15,48,1
37207,0.882558348,0.676824527,0,48.19963385,1,0,2,2,1,2,1,50,21,1
37209,0.079513958,0.506824843,-1,60.92330933,3,1,5,4,2,4,0,26,81,1
37211,0.668327293,0.457040074,0,71.41251375,1,1,5,4,1,2,0,66,54,1
37214,0.539142423,0.701531154,-1,65.58556474,1,1,5,4,3,2,0,27,45,1
37217,0.363949097,0.636851395,-1,72.54898115,3,3,5,1,?,2,0,?,56,1
37218,0.660763161,0.667546087,0,59.05743843,0,-1,4,?,2,3,?,20,58,1
37219,0.686510881,0.468734384,?,65.66423469,1,1,3,?,3,3,1,50,48,1
37220,0.255892402,0.497954091,1,68.33076367,2,1,2,1,3,4,0,40,73,1
37221,0.792296173,0.26570101,?,70.08893364,4,3,2,4,4,5,1,71,49,1
37224,0.440237956,0.457819744,-1,60.14202402,2,?,2,1,3,3,0,47,32,1
37225,0.705126784,0.407356734,1,66.80195659,2,0,3,4,3,2,1,63,44,1
37227,0.435435525,0.268713701,0,70.1176332,1,1,2,2,1,1,0,48,?,1
37228,0.824615352,0.392634406,0,72.25499335,2,0,2,3,1,5,1,47,43,1
37229,0.642845938,0.356445783,?,63.42673946,3,1,2,2,2,3,1,39,77,1
37231,0.152926696,0.162455726,1,83.07961618,0,0,3,4,3,3,1,38,75,1
37233,0.750090518,0.361917597,0,74.64230737,0,3,4,5,3,3,1,49,-5,1
37235,0.200431491,0.659619098,-1,51.00542269,1,2,5,5,3,3,0,72,43,1
37236,0.469714318,0.407135967,0,74.60727519,1,1,1,2,1,2,1,59,36,1
37237,0.154313302,0.555691226,-1,70.87772082,3,-1,4,3,2,2,1,43,47,1
37238,0.542011743,0.68414227,-1,65.72506412,1,2,3,1,?,2,0,42,9,1
37239,0.082392797,0.559485292,-1,66.72628715,0,1,3,1,1,2,0,41,19,1
37241,0.596576566,0.220007557,1,66.37131714,2,2,4,1,3,3,1,51,28,1
37243,-0.087749618,0.667874494,-1,65.69683497,2,2,1,5,2,4,1,67,43,1
37245,0.537071049,0.662923263,-1,68.84554496,?,1,2,4,0,4,0,61,65,1
37246,0.339251448,0.390379904,0,71.8565468,3,1,3,1,2,3,1,32,70,1
37248,0.620431498,0.646885351,-1,69.26003857,2,0,4,3,2,3,1,20,58,1
37249,0.777406004,?,-1,60.87628484,3,0,1,3,2,3,1,68,79,1
37250,0.51912945,0.55884402,1,72.70388906,3,2,5,4,2,3,1,49,67,1
37251,0.529202336,0.681682764,0,77.20380266,1,0,4,2,3,2,?,53,81,1
37252,0.483601348,0.259106678,1,86.84007276,2,?,1,1,3,2,0,45,48,1
37253,0.505714385,0.388025789,?,81.22540945,1,?,3,3,3,3,0,20,55,1
37254,0.313766425,0.37143038,0,71.21689474,3,1,2,?,2,1,0,65,75,1
37257,0.397986653,0.271426331,1,64.6572548,2,2,3,2,3,2,1,72,54,1
37259,0.335025491,0.741564915,1,62.84455558,1,1,2,1,4,4,1,28,?,1
37260,0.611813084,0.645099581,-1,74.00404469,2,1,3,3,3,2,0,50,51,1
37261,0.441990306,0.535774784,-1,61.39200111,2,2,?,1,2,2,1,44,41,1
37266,0.415083787,0.382658886,-1,59.8562655,3,2,4,4,3,4,1,75,21,1
37267,0.432638501,0.58147635,-1,83.28263538,3,3,2,4,2,5,1,43,43,1
37268,0.544996671,0.522269929,-1,59.12327327,2,1,2,3,2,?,1,80,39,1
37271,0.825761441,?,0,61.42012528,1,1,1,1,?,1,1,81,22,1
37272,0.437630858,0.548678857,1,66.100604,2,1,2,5,2,2,0,49,78,1
37274,0.362027625,0.38294206,-1,54.13566038,2,1,1,4,4,2,0,34,61,1
37276,?,0.483825287,0,75.79652476,1,0,2,2,?,2,0,66,56,1
37277,0.820824774,0.621243296,?,69.44413086,?,1,4,3,2,2,1,77,29,1
37278,0.336321487,0.612085631,0,54.03506767,2,1,5,1,3,3,0,38,70,1
37279,0.389139992,?,0,59.76978761,3,3,1,5,3,2,1,48,74,1
37280,0.342588807,0.676669835,-1,70.58778042,0,0,1,2,2,3,0,33,100,1
37281,0.37372673,0.732791457,0,60.91577147,2,2,3,4,1,3,0,72,34,1
37282,0.96484831,0.46814294,1,67.04582815,1,1,2,3,3,2,0,47,35,1
37283,0.406014672,0.324532156,0,67.34037382,2,2,3,4,2,1,?,58,63,1
37288,0.376019468,0.662954947,0,76.35148835,2,0,2,?,3,3,1,29,30,1
37289,0.804989291,0.51980601,?,65.29008078,2,1,3,5,2,3,1,39,?,1
37290,0.329884156,0.576625616,-1,65.32315404,1,?,4,2,3,3,1,77,15,1
37291,0.667219819,?,?,61.6733338,-1,3,1,3,2,3,1,75,28,1
37292,0.51619225,0.295476527,1,53.32666564,2,2,3,3,2,?,1,37,49,1
37293,0.266466416,?,-1,69.13579113,2,0,3,1,1,3,0,68,74,1
37294,-0.003393539,0.517397941,-1,63.38775514,2,-1,1,?,3,2,0,58,31,1
37298,0.70263085,0.518962098,1,54.05893814,2,2,5,2,0,3,1,66,25,1
37299,0.441418094,0.568094186,0,52.62153368,1,1,1,1,3,5,1,55,26,1
37301,0.432675316,0.354877501,1,62.52185038,4,-1,3,5,1,2,1,73,99,1
37302,0.511332129,0.478733521,-1,?,2,2,1,4,2,4,1,42,61,1
37303,0.268160807,0.576457157,-1,72.98966678,3,1,4,3,2,3,1,62,75,1
37304,0.322369729,0.840878815,-1,72.25119119,1,1,2,1,3,2,1,27,13,1
37305,0.241123105,0.532033139,1,63.27220041,1,1,5,4,3,3,1,34,76,1
37308,0.16371838,0.437434412,1,61.47278034,2,2,1,1,3,1,0,22,60,1
37309,0.547043668,0.376382639,-1,61.23557223,1,0,3,4,4,3,0,53,42,1
37310,0.422413016,0.592281153,1,73.1218938,1,3,2,3,3,4,1,63,18,1
37311,0.616480181,0.492604098,0,73.89982196,3,2,2,4,3,1,0,42,32,1
37313,0.060242436,0.284459926,-1,69.05414324,1,0,4,4,-1,4,1,28,90,1
37314,0.348767133,0.281535348,0,59.43288292,2,?,4,4,1,3,1,13,58,1
37316,0.59184635,0.700870345,1,71.97951436,2,1,3,3,2,1,0,72,67,1
37319,0.510832652,0.63182976,1,62.17158244,2,2,3,4,2,1,?,?,98,1
37321,0.240987631,0.528767173,-1,56.90767606,-1,0,1,2,2,?,0,65,22,1
37323,0.499406715,0.471127804,1,49.72021839,1,?,5,4,3,4,1,26,80,1
37325,0.781007896,0.502089744,0,68.51635839,1,0,2,1,3,1,1,53,65,1
37327,0.217201464,0.638726221,1,60.50476073,1,3,1,5,?,3,0,78,44,1
37329,0.449176813,0.351523473,0,78.39770368,4,1,3,3,4,2,1,?,60,1
37330,0.560796925,0.523946199,1,57.90361724,1,1,1,4,2,2,1,39,45,1
37331,0.766558108,0.817800856,1,?,2,2,4,3,1,3,0,18,52,1
37332,0.175574327,0.461106561,-1,?,?,2,3,4,3,4,0,68,?,1
37334,0.792456767,0.527203206,1,68.19528441,3,2,4,1,2,3,1,91,45,1
37335,0.596913441,0.693171683,1,69.57035693,1,1,3,1,?,4,?,43,73,1
37337,0.629834788,0.624238701,1,61.54268838,2,1,5,2,4,4,0,57,86,1
37338,0.331997257,0.913833606,-1,71.83685099,2,1,5,4,2,2,1,47,22,1
37339,0.341168206,0.511806893,1,65.59018459,2,0,5,1,4,2,1,?,72,1
37340,0.220942967,0.388039567,1,50.49436057,2,2,4,5,4,2,1,50,77,1
37341,0.665603115,0.526277918,-1,71.19379898,2,2,1,4,2,4,1,38,61,1
37342,0.66089418,0.387686171,1,62.26484582,3,0,3,1,2,1,0,44,10,1
37343,0.495694863,0.962317561,0,57.66393844,1,2,1,4,1,2,1,61,43,1
37346,0.521725809,0.282961131,1,75.16735182,1,1,?,1,3,?,0,59,42,1
37347,0.727171195,0.567677652,1,77.09713644,3,1,4,4,4,3,1,64,79,1
37348,0.395567336,0.334204113,?,64.86662729,2,0,3,1,1,3,1,80,59,1
37349,0.368768898,0.697869094,0,72.0388152,2,1,?,5,2,4,0,37,-2,1
37350,0.490472475,0.652943562,-1,64.43830238,1,2,2,5,3,1,0,77,25,1
37351,0.565930052,0.460754617,0,65.65791149,1,1,1,4,3,2,1,58,-4,1
37352,0.329928552,0.742673666,-1,69.32398108,2,0,1,5,?,4,1,48,43,1
37353,0.528006475,0.631152697,1,77.72283502,2,1,5,5,3,3,?,?,74,1
37356,0.302570687,0.487728546,-1,66.91210201,2,1,5,?,4,2,0,42,67,1
37358,0.38319193,?,0,63.01601888,0,0,4,5,2,4,1,99,51,1
37359,0.274339377,0.489571809,1,59.42179685,3,2,4,2,2,2,1,20,58,1
37361,0.499132868,0.582321751,0,61.01852871,0,0,2,2,5,2,?,?,37,1
37362,0.656645505,0.343074072,-1,63.66066907,3,1,1,5,2,4,0,69,44,1
37363,0.363176374,0.525361086,1,70.77973236,3,0,2,5,1,3,1,66,67,1
37364,0.755918085,0.838619361,0,63.46034294,1,0,2,1,2,1,0,55,61,1
37366,0.414597448,0.673984631,0,63.91043587,2,1,1,4,3,3,0,70,71,1
37369,0.475670278,0.541158271,1,73.21418936,1,1,4,5,2,0,0,27,35,1
37371,0.069441363,0.458770869,1,73.77663048,3,3,2,4,1,4,1,49,68,1
37372,0.302531973,0.209986683,0,59.83610052,2,2,5,5,2,2,0,69,27,1
37373,0.38484714,0.203600369,-1,70.5807867,2,1,1,2,3,2,0,38,?,1
37375,0.710083449,0.291330109,0,60.67149837,0,0,5,?,3,3,1,55,45,1
37376,0.581551123,0.706151019,-1,65.92772023,1,1,1,3,3,2,1,75,67,1
37378,0.364246871,0.34098744,1,62.52678337,2,2,2,1,2,4,1,59,26,1
37379,0.5326263,0.47238922,1,80.82670171,1,1,5,5,3,1,1,53,28,1
37381,0.634114522,0.639676355,1,69.09767874,1,1,1,4,4,5,1,85,65,1
37382,0.438054561,0.513069523,1,64.10025109,1,0,3,5,4,2,1,26,75,1
37383,0.728677863,1.011762073,0,62.62676639,3,2,5,4,3,1,1,66,86,1
37384,0.194083599,0.617130121,0,69.25467514,1,1,3,3,2,2,1,59,46,1
37387,0.491728999,0.529481875,0,?,1,0,2,3,1,2,1,65,30,1
37388,0.442882493,0.630400118,0,57.04124774,2,1,1,3,2,2,1,72,42,1
37391,0.860774265,0.51212237,1,73.74648669,1,2,3,?,4,4,0,-12,13,1
37393,0.342646197,0.553884637,0,66.10819378,3,2,1,4,4,3,?,79,42,1
37395,0.254793984,0.225629448,0,61.78393853,2,1,2,5,2,1,0,69,84,1
37396,0.592459766,0.44541925,1,74.72794764,3,2,1,5,5,1,1,36,39,1
37397,0.329856452,0.411360004,0,75.81116086,0,0,3,2,4,2,1,19,51,1
37400,?,0.724750203,0,71.04475602,0,2,1,3,2,1,1,30,17,1
37403,0.583742485,0.609937543,-1,73.85964942,3,2,1,1,2,2,0,52,52,1
37404,0.733295679,0.526231185,0,69.00305363,2,2,5,3,2,2,1,40,77,1
37405,0.638325541,0.479425776,0,61.91427461,?,1,1,1,4,2,0,78,53,1
37406,0.406918963,0.901016686,-1,58.52453867,1,1,2,1,2,1,1,64,?,1
37408,0.836701981,0.505336069,0,57.04481174,3,2,5,4,4,2,0,51,41,1
37410,0.557393655,0.69821377,-1,56.20103859,2,-1,4,2,2,2,1,59,95,1
37413,0.322160673,0.703470295,-1,66.17502312,0,0,3,?,4,2,1,50,69,1
37415,0.733733277,0.377333561,?,66.70498161,2,2,3,5,4,2,1,78,78,1
37416,0.573763261,0.639356115,0,72.42065739,2,2,4,1,?,2,0,25,50,1
37417,0.345912664,0.69228908,1,52.52477575,2,0,5,5,3,1,0,83,46,1
37419,0.392613552,0.462928632,1,59.21167795,2,0,4,3,1,6,1,22,50,1
37422,0.456909373,0.557903948,0,68.983747,4,2,1,3,3,2,?,42,53,1
37423,0.361621205,0.428171865,-1,64.88371183,1,2,?,1,1,?,0,52,?,1
37424,0.347812004,0.451910824,0,62.41797785,2,2,2,5,1,4,0,47,52,1
37426,0.596876815,0.33213195,0,65.49311357,1,1,5,1,1,4,0,68,19,1
37427,0.350987612,0.55502477,0,58.70888052,?,1,1,5,1,3,0,54,54,1
37429,0.459095489,0.691313588,0,52.8569268,?,1,5,4,3,3,0,40,10,1
37433,0.002066219,0.475595598,1,66.70093699,1,1,2,5,2,?,0,59,51,1
37435,0.573131759,0.580263524,0,71.04180509,2,1,4,2,3,2,0,32,63,1
37437,0.559109276,0.724107671,1,65.91840108,2,1,4,4,3,2,0,53,22,1
37439,0.690177603,0.277506141,1,54.52912128,3,2,5,3,2,2,1,77,37,1
37441,0.428203565,0.55545253,-1,63.95162862,1,1,1,4,3,?,1,48,41,1
37443,0.295114834,0.540598237,-1,59.77662987,0,3,3,1,3,3,0,73,13,1
37445,0.449441211,0.691767117,0,68.84204137,2,1,4,1,3,2,0,55,24,1
37448,0.227556996,0.258033787,1,67.545218,0,0,2,1,1,?,1,16,67,1
37451,0.398569618,0.422104453,-1,62.27402496,3,2,4,1,3,3,?,54,34,1
37452,0.51899048,0.624342772,-1,63.923834,2,2,?,4,3,2,0,?,29,1
37453,0.737875738,0.458886233,1,69.33097707,2,1,2,5,1,2,0,37,59,1
37454,0.304436312,0.488922755,1,62.11188931,2,2,3,5,2,1,?,20,54,1
37456,0.500878693,0.219279143,0,55.99199141,?,1,4,4,4,1,0,98,29,1
37457,0.656453841,0.272165659,0,?,3,0,5,?,1,3,0,69,34,1
37458,0.539180508,0.374042518,0,61.84828767,2,1,2,4,1,?,1,14,38,1
37460,0.665115119,0.717806604,1,?,1,1,1,5,3,?,1,57,27,1
37461,0.453678656,0.502862064,1,68.89234654,1,1,5,1,2,2,0,43,52,1
37464,0.510127632,0.476000398,0,67.6416373,2,0,?,4,3,4,1,61,82,1
37466,0.522705948,0.459980489,0,56.20770425,1,0,2,5,?,2,1,23,3,1
37467,0.427231793,0.63834386,-1,61.53199791,2,2,1,1,3,1,0,29,55,1
37468,0.502092923,0.392166318,?,76.46315664,?,0,3,5,2,3,1,61,49,1
37473,0.624024097,0.374418544,1,83.68789434,1,1,2,2,2,2,1,70,37,1
37474,0.348193562,0.472685541,-1,67.19451528,2,1,5,4,3,4,0,?,6,1
37475,0.411480442,?,1,72.59887653,3,2,2,3,2,2,0,29,100,1
37476,0.57661796,0.544844975,0,69.99789422,2,1,5,2,1,3,0,52,-4,1
37478,0.118879901,0.939939173,-1,65.71414455,1,1,5,2,1,1,1,64,85,1
37481,0.637413472,0.432130041,0,71.00180746,2,2,5,5,3,?,1,81,32,1
37482,0.626563817,0.632323114,1,69.62369642,2,2,2,3,1,?,0,40,44,1
37483,0.428780969,0.669553523,1,75.33835036,3,2,4,5,3,1,0,31,41,1
37485,0.77033428,0.760875345,-1,65.50439182,0,0,1,5,3,1,0,37,46,1
37489,0.331673359,0.449594155,-1,59.97724451,3,3,3,2,2,2,0,80,37,1
37491,0.412143325,0.314550264,1,65.97187289,1,0,1,3,3,5,0,42,33,1
37493,0.209491701,0.614436012,1,72.00062915,1,1,1,5,2,3,0,71,70,1
37496,0.631958834,0.922141402,-1,67.34938782,3,1,2,1,2,4,?,69,47,1
37499,0.163497066,0.691074465,-1,69.96946268,2,2,3,3,2,1,0,46,55,1
37500,0.629150764,0.703680646,-1,74.37668194,1,1,3,?,2,2,1,47,62,1
37501,0.379965799,0.521949044,1,63.52606797,1,1,2,1,2,2,1,26,77,1
37502,0.581858168,0.258265965,1,72.72830454,2,2,5,1,3,4,1,53,15,1
37503,0.731317598,0.372340591,1,63.33277271,1,1,3,1,2,2,1,59,43,1
37504,0.41507082,0.390316643,0,57.3903001,2,1,3,2,5,2,?,58,74,1
37506,0.322110925,0.466649179,-1,64.9583466,2,2,1,2,3,3,1,63,72,1
37507,0.836121091,0.678568408,0,51.39446653,?,1,5,2,3,3,0,50,21,1
37508,0.603131347,0.851051109,1,58.90599221,3,2,4,4,4,1,1,62,43,1
37509,0.403192937,0.431085053,1,73.79296119,3,?,2,4,2,?,0,37,67,1
37510,0.642279548,-0.125103925,0,63.23309029,3,2,4,2,2,3,1,16,38,1
37511,-0.067715808,0.322693836,1,53.53055957,2,?,?,1,4,4,1,18,49,1
37514,0.854697281,0.587010096,0,60.75379741,2,2,2,4,3,2,0,16,67,1
